t,refs/tags/n0.5.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/n0.6.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/n0.7.0,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/ffmpeg-0.6.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.6.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/v0.5.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
b,refs/remotes/origin/release/0.5,"--extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --enable-postproc --enable-swscale --enable-avfilter --enable-avfilter-lavf --enable-pthreads --enable-x11grab --enable-gray --enable-bzlib --enable-libamr-nb --enable-libamr-wb --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfaad --enable-libfaadbin --enable-libgsm --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvorbis --enable-libx264 --enable-libxvid --enable-zlib --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.6,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-postproc --enable-avfilter --enable-avfilter-lavf --enable-pthreads --enable-x11grab --enable-gray --enable-bzlib --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfaad --enable-libfaadbin --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.7,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-x11grab --enable-gray --enable-bzlib --enable-libcelt --enable-frei0r --enable-libaacplus --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.8,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-x11grab --enable-gray --enable-bzlib --enable-libcelt --enable-frei0r --enable-libaacplus --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.9,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-avconv --enable-x11grab --enable-gray --enable-bzlib --enable-frei0r --enable-gnutls --enable-libaacplus --enable-libass --enable-libcelt --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libcdio --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmodplug --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-libpulse --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libutvideo --enable-libv4l2 --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-openal --enable-openssl --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.10,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-x11grab --enable-gray --enable-bzlib --enable-frei0r --enable-gnutls --enable-libaacplus --enable-libass --enable-libcelt --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libcdio --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmodplug --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-libpulse --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libutvideo --enable-libv4l2 --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-openal --enable-openssl --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.11,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --enable-gray --disable-doc --enable-avresample --enable-x11grab --enable-bzlib --enable-fontconfig --enable-frei0r --enable-gnutls --enable-libaacplus --enable-libass --enable-libbluray --enable-libcelt --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libcdio --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmodplug --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-libpulse --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libutvideo --enable-libv4l2 --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-openal --enable-openssl --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/1.0,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --enable-gray --disable-doc --disable-htmlpages --disable-manpages --disable-podpages --disable-txtpages --enable-avresample --enable-x11grab --enable-bzlib --enable-fontconfig --enable-frei0r --enable-gnutls --enable-libaacplus --enable-libass --enable-libbluray --enable-libcaca --enable-libcelt --enable-libcdio --enable-libdc1394 --enable-libfaac --enable-libfdk-aac --enable-libflite --enable-libfreetype --enable-libiec61883 --enable-libmodplug --enable-libmp3lame --enable-libnut --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libopenjpeg --enable-libopus --enable-libpulse --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libtwolame --enable-libutvideo --enable-libv4l2 --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-openal --enable-openssl --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmxext --disable-sse --disable-sse2 --disable-sse3 --disable-ssse3 --disable-sse4 --disable-sse42 --disable-avx --disable-fma4 --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-mmi --disable-neon --disable-vis --disable-inline-asm --disable-yasm --disable-mips32r2 --disable-mipsdspr1 --disable-mipsdspr2 --disable-mipsfpu --disable-fast-unaligned"
